timestamp,record_type,task_id,task_name,model_name,cpu_power_mw,gpu_power_mw,ane_power_mw,current_token
2026-06-26T14:57:24.866,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,5043.0,20245.0,0.0,0
2026-06-26T14:57:24.924,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,391.0,20418.0,0.0,0
2026-06-26T14:57:24.985,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,281.0,20031.0,0.0,0
2026-06-26T14:57:25.046,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,687.0,19681.0,0.0,0
2026-06-26T14:57:25.109,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,245.0,21625.0,0.0,0
2026-06-26T14:57:25.172,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,723.0,7709.0,0.0,0
2026-06-26T14:57:25.234,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1507.0,7568.0,0.0,0
2026-06-26T14:57:25.297,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,747.0,8507.0,0.0,0
2026-06-26T14:57:25.360,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1083.0,9971.0,0.0,0
2026-06-26T14:57:25.423,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,670.0,8741.0,0.0,0
2026-06-26T14:57:25.484,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,564.0,9827.0,0.0,0
2026-06-26T14:57:25.546,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1491.0,8865.0,0.0,0
2026-06-26T14:57:25.609,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,579.0,10141.0,0.0,0
2026-06-26T14:57:25.672,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,677.0,8851.0,0.0,0
2026-06-26T14:57:25.735,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,525.0,9948.0,0.0,0
2026-06-26T14:57:25.797,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,732.0,8672.0,0.0,0
2026-06-26T14:57:25.860,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,605.0,9918.0,0.0,0
2026-06-26T14:57:25.926,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1988.0,8740.0,0.0,0
2026-06-26T14:57:25.990,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,552.0,9846.0,0.0,0
2026-06-26T14:57:26.051,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1369.0,9477.0,0.0,0
2026-06-26T14:57:26.112,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,895.0,8826.0,0.0,0
2026-06-26T14:57:26.174,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,663.0,8910.0,0.0,0
2026-06-26T14:57:26.238,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,550.0,10125.0,0.0,0
2026-06-26T14:57:26.300,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,631.0,8863.0,0.0,0
2026-06-26T14:57:26.362,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1106.0,9919.0,0.0,0
2026-06-26T14:57:26.424,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,645.0,8816.0,0.0,0
2026-06-26T14:57:26.487,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,530.0,10033.0,0.0,0
2026-06-26T14:57:26.549,timeseries,1,User List,mlx-community/Mistral-7B-Instruct-v0.3-4bit,1316.0,8776.0,0.0,0
